EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
RM1043,44,36-45,No,Non-Travel,Research & Development,5,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,7973,Upto 10000,3,No,3,4,7,5,3,5,2
RM1047,44,36-45,No,Travel_Rarely,Research & Development,20,Life Sciences,4,Male,3,1,Research Scientist,2,Single,21158,MoreThan 15000,1,No,3,3,6,3,2,5,2
RM1052,44,36-45,No,Travel_Frequently,Sales,1,Marketing,1,Female,3,2,Sales Executive,3,Married,9282,Upto 10000,7,No,3,3,11,4,2,1,0
RM1063,44,36-45,No,Travel_Frequently,Research & Development,2,Medical,2,Male,3,3,Manufacturing Director,3,Single,19719,MoreThan 15000,5,Yes,3,2,16,2,2,2,2
RM1079,44,36-45,No,Travel_Rarely,Research & Development,28,Life Sciences,4,Male,3,4,Research Director,1,Married,22074,MoreThan 15000,3,No,3,3,24,1,4,20,6
RM1141,44,36-45,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,5,Research Director,4,Divorced,3549,Upto 5000,0,Yes,3,4,23,4,2,22,7
RM1166,44,36-45,No,Travel_Frequently,Human Resources,1,Human Resources,1,Male,3,2,Human Resources,4,Married,10503,Upto 15000,4,Yes,3,3,14,3,3,10,7
RM1201,44,36-45,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,4167,Upto 5000,4,Yes,3,1,8,2,3,2,2
RM1215,44,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,14810,Upto 15000,1,Yes,3,2,9,2,3,8,7
RM1280,44,36-45,Yes,Travel_Frequently,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,Divorced,11092,Upto 15000,1,Yes,3,3,6,2,2,5,3
RM1353,44,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,9364,Upto 10000,2,No,3,4,10,5,3,2,0
RM1436,44,36-45,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,Single,13422,Upto 15000,6,Yes,3,3,6,2,3,4,3
RM068,45,36-45,No,Travel_Rarely,Research & Development,7,Life Sciences,2,Male,3,3,Research Scientist,1,Divorced,18787,MoreThan 15000,2,No,3,3,25,2,3,1,0
RM078,45,36-45,No,Travel_Rarely,Research & Development,6,Other,4,Male,3,3,Research Director,1,Married,15067,MoreThan 15000,4,Yes,3,2,17,3,4,0,0
RM142,45,36-45,No,Travel_Rarely,Research & Development,29,Medical,3,Male,3,1,Research Scientist,4,Single,9752,Upto 10000,5,No,3,2,9,2,2,6,5
RM154,45,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,2,Laboratory Technician,2,Divorced,10901,Upto 15000,8,No,3,3,20,2,1,17,9
RM175,45,36-45,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,6319,Upto 10000,4,Yes,3,1,9,3,4,5,4
RM195,45,36-45,No,Non-Travel,Research & Development,2,Medical,1,Male,2,4,Manager,4,Married,20462,MoreThan 15000,9,No,4,4,22,1,3,20,8
RM219,45,36-45,No,Non-Travel,Sales,6,Medical,4,Female,2,3,Sales Executive,4,Single,16840,MoreThan 15000,6,No,3,4,23,2,3,19,7
RM245,45,36-45,No,Travel_Rarely,Research & Development,1,Other,3,Male,4,5,Manager,4,Married,15970,MoreThan 15000,0,No,3,3,25,2,3,24,0
RM250,45,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,5118,Upto 10000,4,No,3,4,9,1,3,3,2
RM269,45,36-45,No,Travel_Rarely,Research & Development,20,Medical,3,Male,3,4,Healthcare Representative,4,Married,7501,Upto 10000,0,Yes,3,2,21,2,3,20,7
RM312,45,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,20308,MoreThan 15000,1,No,3,1,24,2,3,24,9
RM335,45,36-45,No,Travel_Rarely,Research & Development,8,Other,4,Male,3,2,Research Scientist,4,Married,9278,Upto 10000,9,No,3,1,12,3,3,10,9
RM408,45,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Male,3,1,Research Scientist,4,Married,9655,Upto 10000,3,No,4,4,8,3,2,2,2
RM453,45,36-45,No,Travel_Rarely,Sales,2,Other,4,Male,3,2,Sales Executive,2,Married,16177,MoreThan 15000,0,No,3,2,9,3,4,8,7
RM505,45,36-45,Yes,Travel_Frequently,Sales,26,Life Sciences,1,Female,3,2,Sales Executive,1,Married,5630,Upto 10000,2,No,3,4,5,4,3,1,1
RM565,45,36-45,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,12388,Upto 15000,0,No,3,1,9,3,3,8,7
RM604,45,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,1,Research Scientist,3,Single,6153,Upto 10000,1,No,3,4,1,3,3,1,0
RM626,45,36-45,No,Travel_Rarely,Sales,9,Marketing,4,Male,3,3,Sales Executive,1,Divorced,19239,MoreThan 15000,4,Yes,3,3,18,2,3,5,4
RM697,45,36-45,No,Non-Travel,Research & Development,4,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,23163,MoreThan 15000,1,No,3,2,9,5,2,9,7
RM714,45,36-45,No,Travel_Rarely,Research & Development,1,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,11005,Upto 15000,3,No,3,4,8,2,3,5,3
RM719,45,36-45,No,Non-Travel,Research & Development,23,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,14039,Upto 15000,1,Yes,3,3,9,2,3,9,8
RM756,45,36-45,No,Travel_Rarely,Sales,11,Life Sciences,4,Female,3,4,Manager,4,Married,5404,Upto 10000,3,No,3,2,26,4,4,9,3
RM760,45,36-45,No,Travel_Rarely,Human Resources,24,Medical,2,Male,3,1,Human Resources,2,Single,8318,Upto 10000,1,No,3,1,6,3,3,6,3
RM806,45,36-45,No,Non-Travel,Sales,9,Life Sciences,2,Female,2,2,Sales Executive,3,Married,17970,MoreThan 15000,1,No,3,4,15,2,3,15,10
RM855,45,36-45,No,Travel_Rarely,Research & Development,7,Medical,1,Female,3,1,Research Scientist,3,Married,20100,MoreThan 15000,4,Yes,3,3,7,2,2,3,2
RM914,45,36-45,Yes,Travel_Rarely,Sales,2,Marketing,1,Female,1,5,Manager,2,Single,2493,Upto 5000,2,Yes,3,1,26,2,3,24,10
RM937,45,36-45,No,Travel_Frequently,Research & Development,25,Medical,2,Female,3,5,Manager,2,Single,13035,Upto 15000,3,No,4,3,22,4,3,0,0
RM1035,45,36-45,No,Travel_Rarely,Research & Development,20,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,19863,MoreThan 15000,2,Yes,3,2,24,2,3,7,7
RM1038,45,36-45,No,Travel_Rarely,Research & Development,29,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,14720,Upto 15000,4,Yes,3,4,10,4,4,3,1
RM1093,45,36-45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,Male,3,1,Research Scientist,4,Married,4585,Upto 5000,4,No,4,4,8,3,3,5,4
RM1100,45,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,20933,MoreThan 15000,1,No,3,1,10,4,3,10,8
RM1143,45,36-45,No,Travel_Rarely,Research & Development,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,23447,MoreThan 15000,1,Yes,3,1,10,3,3,10,7
RM1144,45,36-45,No,Non-Travel,Sales,26,Marketing,1,Male,2,2,Sales Executive,1,Married,24162,MoreThan 15000,1,No,3,1,10,2,3,10,7
RM1161,45,36-45,No,Travel_Rarely,Research & Development,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5388,Upto 10000,1,No,3,1,10,3,3,10,7
RM1222,45,36-45,No,Non-Travel,Research & Development,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,3395,Upto 5000,3,No,4,4,25,3,2,23,15
RM1226,45,36-45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,Female,2,4,Research Director,2,Single,17119,MoreThan 15000,1,No,3,3,21,2,3,21,6
RM1244,45,36-45,No,Travel_Rarely,Human Resources,4,Life Sciences,3,Female,1,3,Human Resources,3,Married,6595,Upto 10000,4,No,4,3,9,2,4,5,0
RM1315,45,36-45,No,Non-Travel,Sales,2,Life Sciences,3,Female,3,2,Sales Executive,3,Married,19665,MoreThan 15000,4,No,4,2,10,3,4,8,7
RM1347,45,36-45,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,23888,MoreThan 15000,0,No,3,4,10,2,2,9,8
RM1363,45,36-45,No,Travel_Frequently,Research & Development,1,Medical,2,Male,3,2,Healthcare Representative,3,Single,14511,Upto 15000,4,No,3,3,12,3,3,4,2
RM1455,45,36-45,No,Travel_Rarely,Sales,20,Life Sciences,4,Female,3,2,Sales Executive,3,Single,23333,MoreThan 15000,8,No,3,3,8,3,3,5,3
RM030,46,46-55,No,Travel_Rarely,Sales,2,Marketing,2,Female,3,5,Manager,1,Single,22822,MoreThan 15000,3,No,3,4,22,2,2,2,2
RM049,46,46-55,No,Travel_Frequently,Sales,5,Marketing,1,Male,3,2,Sales Executive,4,Single,20445,MoreThan 15000,4,Yes,4,3,14,4,3,9,6
RM080,46,46-55,No,Travel_Rarely,Human Resources,5,Medical,2,Male,3,2,Human Resources,2,Divorced,10425,Upto 15000,8,Yes,4,4,16,2,3,4,2
RM090,46,46-55,Yes,Travel_Rarely,Sales,9,Medical,3,Male,2,3,Sales Executive,4,Single,13596,Upto 15000,1,No,3,4,9,3,3,9,8
RM094,46,46-55,No,Travel_Frequently,Research & Development,1,Medical,3,Male,2,3,Healthcare Representative,1,Married,3142,Upto 5000,2,Yes,3,3,21,5,2,10,9
RM179,46,46-55,No,Travel_Rarely,Sales,1,Marketing,2,Female,3,3,Sales Executive,1,Divorced,2137,Upto 5000,1,No,4,3,24,2,3,24,13
RM210,46,46-55,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,12368,Upto 15000,7,No,3,3,17,3,3,4,2
RM264,46,46-55,No,Travel_Rarely,Sales,2,Technical Degree,3,Female,1,4,Manager,2,Married,14977,Upto 15000,3,Yes,3,2,28,2,2,7,7
RM366,46,46-55,No,Non-Travel,Research & Development,7,Medical,3,Female,3,2,Manufacturing Director,3,Married,16044,MoreThan 15000,2,No,3,3,7,2,4,1,0
RM413,46,46-55,No,Travel_Rarely,Research & Development,18,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,26314,MoreThan 15000,2,No,3,3,19,5,2,10,7
RM430,46,46-55,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,4,Research Director,3,Married,2288,Upto 5000,6,No,3,3,26,2,1,3,2
RM434,46,46-55,No,Travel_Rarely,Sales,10,Marketing,3,Female,2,3,Sales Executive,4,Married,11563,Upto 15000,2,Yes,3,3,15,3,3,3,2
RM466,46,46-55,No,Travel_Frequently,Research & Development,18,Medical,1,Female,3,3,Healthcare Representative,3,Married,8984,Upto 10000,5,No,3,4,28,3,2,2,2
RM724,46,46-55,No,Travel_Rarely,Research & Development,7,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,24208,MoreThan 15000,6,No,3,2,13,3,3,8,7
RM771,46,46-55,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,5,Research Director,4,Divorced,21445,MoreThan 15000,9,No,3,4,23,0,3,2,2
RM779,46,46-55,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,21029,MoreThan 15000,8,Yes,4,1,19,2,3,16,13
RM811,46,46-55,No,Travel_Rarely,Sales,3,Marketing,1,Male,3,4,Manager,3,Married,15596,MoreThan 15000,3,No,3,4,23,3,3,12,9
RM862,46,46-55,No,Travel_Rarely,Sales,2,Marketing,3,Female,3,4,Manager,1,Married,24097,MoreThan 15000,8,No,4,1,28,2,3,26,15
RM870,46,46-55,No,Travel_Rarely,Research & Development,15,Life Sciences,4,Male,3,5,Research Director,2,Married,10849,Upto 15000,5,No,3,1,25,2,3,4,2
RM878,46,46-55,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,17433,MoreThan 15000,2,No,3,3,12,3,2,6,3
RM917,46,46-55,No,Travel_Rarely,Sales,4,Marketing,4,Female,2,5,Manager,2,Married,9946,Upto 10000,2,No,3,3,26,2,3,11,4
RM944,46,46-55,No,Travel_Rarely,Human Resources,1,Life Sciences,4,Female,3,1,Human Resources,1,Single,22957,MoreThan 15000,6,No,3,3,10,3,4,7,6
RM1032,46,46-55,Yes,Travel_Rarely,Sales,9,Marketing,1,Male,3,3,Sales Executive,4,Divorced,15986,MoreThan 15000,4,No,3,1,28,1,4,7,7
RM1081,46,46-55,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,3,4,Manager,2,Married,11380,Upto 15000,8,No,3,4,23,2,4,13,12
RM1136,46,46-55,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,4,4,Manager,1,Single,3156,Upto 5000,1,No,3,2,27,5,1,26,0
RM1232,46,46-55,No,Travel_Rarely,Research & Development,13,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,9697,Upto 10000,6,No,3,4,19,3,3,10,7
RM1236,46,46-55,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,5596,Upto 10000,4,Yes,3,2,13,5,2,10,6
RM1278,46,46-55,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,5,Research Director,4,Divorced,14218,Upto 15000,7,Yes,3,3,24,3,3,2,1
RM1286,46,46-55,No,Non-Travel,Sales,26,Life Sciences,2,Male,2,2,Sales Executive,2,Single,25166,MoreThan 15000,8,No,3,3,6,3,3,2,2
RM1299,46,46-55,Yes,Travel_Rarely,Research & Development,21,Medical,4,Female,3,2,Healthcare Representative,2,Married,10842,Upto 15000,4,No,4,4,13,2,4,9,7
RM1323,46,46-55,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,19989,MoreThan 15000,3,No,3,3,12,4,2,9,8
RM1328,46,46-55,No,Travel_Rarely,Sales,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,7739,Upto 10000,2,No,3,4,25,5,3,19,17
RM1334,46,46-55,Yes,Travel_Rarely,Sales,10,Life Sciences,3,Female,3,3,Sales Executive,2,Married,14011,Upto 15000,5,No,4,3,14,2,3,8,7
RM272,47,46-55,Yes,Non-Travel,Research & Development,29,Life Sciences,1,Male,3,3,Manager,2,Married,10268,Upto 15000,1,Yes,3,4,10,2,2,10,7
RM330,47,46-55,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,5,Research Director,3,Married,16375,MoreThan 15000,4,No,3,2,21,2,3,3,2
RM348,47,46-55,No,Travel_Frequently,Sales,4,Medical,2,Male,3,2,Sales Representative,3,Single,25751,MoreThan 15000,3,No,3,1,5,3,3,0,0
RM429,47,46-55,No,Travel_Rarely,Research & Development,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,7389,Upto 10000,5,No,3,3,20,2,3,5,0
RM533,47,46-55,No,Travel_Rarely,Sales,14,Marketing,4,Male,3,2,Sales Executive,1,Single,11825,Upto 15000,2,No,3,4,20,2,3,7,7
RM545,47,46-55,No,Travel_Frequently,Sales,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,10225,Upto 15000,9,Yes,3,4,28,2,2,22,2
RM567,47,46-55,Yes,Travel_Frequently,Sales,27,Life Sciences,2,Female,4,2,Sales Executive,3,Single,10339,Upto 15000,4,Yes,3,4,8,2,3,5,4
RM593,47,46-55,No,Travel_Rarely,Research & Development,2,Other,3,Female,3,4,Manager,4,Married,12982,Upto 15000,1,Yes,3,3,26,3,2,26,14
RM652,47,46-55,No,Travel_Rarely,Sales,2,Marketing,3,Female,3,2,Sales Executive,4,Married,17783,MoreThan 15000,0,Yes,4,1,8,2,3,7,6
RM666,47,46-55,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,2,1,Sales Representative,4,Single,13137,Upto 15000,1,Yes,3,1,3,3,2,3,2
RM708,47,46-55,No,Travel_Frequently,Research & Development,16,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,6759,Upto 10000,1,Yes,3,3,20,3,4,19,10
RM720,47,46-55,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,3,2,Sales Executive,4,Single,8571,Upto 10000,1,Yes,3,3,9,0,3,9,0
RM1021,47,46-55,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,1,Research Scientist,4,Married,10205,Upto 15000,7,No,3,3,17,2,2,6,5
RM1025,47,46-55,No,Travel_Rarely,Research & Development,2,Medical,1,Female,3,4,Research Director,3,Married,26703,MoreThan 15000,3,No,3,2,26,2,4,20,17
RM1068,47,46-55,No,Travel_Rarely,Sales,14,Medical,3,Female,3,2,Sales Executive,3,Married,24200,MoreThan 15000,3,Yes,3,3,11,4,2,5,4
RM1155,47,46-55,No,Travel_Rarely,Human Resources,26,Life Sciences,4,Female,3,5,Manager,3,Married,5220,Upto 10000,3,No,3,3,27,2,3,5,2
RM1195,47,46-55,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,4,4,Manager,2,Divorced,21086,MoreThan 15000,6,No,3,3,29,2,3,3,2
RM1224,47,46-55,Yes,Travel_Frequently,Sales,9,Life Sciences,3,Male,1,4,Sales Executive,3,Married,24164,MoreThan 15000,7,No,3,3,25,3,1,23,5
RM1235,47,46-55,No,Non-Travel,Sales,2,Marketing,3,Male,3,2,Sales Executive,2,Married,3536,Upto 5000,7,No,3,4,4,3,1,1,0
RM1304,47,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,19271,MoreThan 15000,8,Yes,3,3,28,4,3,22,11
RM1322,47,46-55,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,5411,Upto 10000,4,No,3,3,7,2,3,2,2
RM1371,47,46-55,No,Non-Travel,Research & Development,14,Technical Degree,3,Male,3,2,Research Scientist,2,Married,2125,Upto 5000,8,No,3,3,16,4,4,8,7
RM1415,47,46-55,No,Travel_Rarely,Research & Development,25,Medical,1,Male,3,3,Healthcare Representative,3,Single,13084,Upto 15000,2,No,4,2,25,3,3,17,14
RM1422,47,46-55,No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,Married,17231,MoreThan 15000,0,No,3,1,14,3,1,13,8
RM051,48,46-55,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,2,3,Laboratory Technician,3,Single,19294,MoreThan 15000,9,Yes,3,4,23,2,3,1,0
RM353,48,46-55,No,Travel_Rarely,Sales,29,Medical,1,Female,3,3,Manager,3,Married,23978,MoreThan 15000,3,No,4,2,15,3,1,0,0
RM445,48,46-55,No,Travel_Rarely,Sales,2,Marketing,2,Female,3,2,Sales Executive,4,Married,19658,MoreThan 15000,2,No,3,1,14,2,3,9,7
RM493,48,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,4,Manager,1,Married,17997,MoreThan 15000,7,No,3,1,21,3,1,3,2
RM521,48,46-55,No,Travel_Rarely,Sales,2,Marketing,2,Male,4,2,Sales Executive,2,Married,18597,MoreThan 15000,3,No,3,4,12,3,3,2,2
RM679,48,46-55,No,Travel_Rarely,Research & Development,20,Medical,4,Male,3,1,Research Scientist,3,Married,5543,Upto 10000,4,No,3,1,13,2,2,0,0
RM736,48,46-55,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,13119,Upto 15000,2,No,3,4,19,0,3,2,2
RM737,48,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,22245,MoreThan 15000,7,No,3,2,27,3,3,15,11
RM805,48,46-55,No,Non-Travel,Research & Development,1,Medical,1,Male,4,4,Manager,4,Single,16154,MoreThan 15000,2,No,4,3,27,3,2,5,4
RM902,48,46-55,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,16620,MoreThan 15000,5,No,3,3,7,4,2,1,0
RM905,48,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,5,Research Director,4,Single,8733,Upto 10000,6,No,3,3,25,3,4,1,0
RM970,48,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,18706,MoreThan 15000,1,No,3,3,11,2,3,10,9
RM1039,48,46-55,No,Travel_Rarely,Sales,7,Marketing,3,Male,3,2,Sales Executive,1,Divorced,24795,MoreThan 15000,4,No,3,1,15,3,3,2,2
RM1104,48,46-55,No,Travel_Rarely,Sales,16,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,13693,Upto 15000,8,No,3,3,18,2,3,8,7
RM1115,48,46-55,No,Travel_Rarely,Research & Development,15,Other,3,Female,3,1,Research Scientist,1,Married,16530,MoreThan 15000,8,No,3,4,10,3,2,8,2
RM1167,48,46-55,No,Travel_Frequently,Research & Development,4,Medical,3,Male,2,4,Manager,4,Married,5602,Upto 10000,2,No,4,2,23,3,3,2,2
RM1205,48,46-55,Yes,Travel_Frequently,Sales,7,Medical,4,Female,3,1,Sales Representative,3,Married,11740,Upto 15000,2,Yes,3,3,19,3,3,9,7
RM1332,48,46-55,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,2,5,Research Director,2,Married,13583,Upto 15000,4,No,3,4,29,3,3,22,10
RM1352,48,46-55,No,Travel_Frequently,Research & Development,22,Medical,4,Female,3,4,Manager,4,Divorced,2437,Upto 5000,3,No,3,2,24,3,3,22,17
RM002,49,46-55,No,Travel_Frequently,Research & Development,8,Life Sciences,3,Male,2,2,Research Scientist,2,Married,24907,MoreThan 15000,1,No,4,4,10,3,3,10,7
RM130,49,46-55,No,Travel_Rarely,Research & Development,20,Medical,3,Female,3,2,Manufacturing Director,1,Married,5549,Upto 10000,1,No,3,3,16,2,2,15,11
RM202,49,46-55,No,Non-Travel,Research & Development,18,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,23793,MoreThan 15000,1,Yes,3,1,7,0,3,7,7
RM291,49,46-55,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Female,3,5,Research Director,1,Single,25594,MoreThan 15000,9,Yes,3,4,22,4,3,3,2
RM317,49,46-55,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,17810,MoreThan 15000,7,Yes,3,4,25,2,3,7,1
RM376,49,46-55,No,Travel_Rarely,Research & Development,7,Other,2,Male,2,3,Healthcare Representative,3,Single,12066,Upto 15000,8,No,4,3,26,2,3,5,2
RM474,49,46-55,No,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,2,5,Research Director,3,Divorced,2125,Upto 5000,1,Yes,3,3,31,5,3,31,9
RM608,49,46-55,Yes,Travel_Rarely,Sales,11,Marketing,3,Female,3,3,Sales Executive,4,Married,5860,Upto 10000,1,No,3,1,9,3,4,9,8
RM640,49,46-55,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,3,1,Research Scientist,1,Married,10554,Upto 15000,2,No,3,2,7,2,3,4,2
RM678,49,46-55,No,Travel_Rarely,Research & Development,8,Other,1,Female,3,3,Laboratory Technician,2,Married,22477,MoreThan 15000,4,No,3,3,29,3,2,26,9
RM822,49,46-55,No,Travel_Rarely,Sales,8,Technical Degree,4,Male,2,4,Sales Executive,2,Married,11879,Upto 15000,6,No,3,2,22,3,3,9,8
RM900,49,46-55,No,Travel_Rarely,Research & Development,4,Medical,1,Male,2,5,Manager,3,Married,12124,Upto 15000,2,No,3,3,23,2,4,1,0
RM1007,49,46-55,Yes,Travel_Frequently,Research & Development,28,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,22710,MoreThan 15000,3,No,4,1,20,2,3,4,3
RM1045,49,46-55,No,Travel_Rarely,Research & Development,5,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,21534,MoreThan 15000,2,No,3,2,20,0,2,3,2
RM1055,49,46-55,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,20948,MoreThan 15000,3,No,3,2,29,3,3,8,7
RM1072,49,46-55,No,Travel_Rarely,Research & Development,3,Medical,3,Female,2,2,Laboratory Technician,1,Married,23070,MoreThan 15000,4,No,4,1,10,3,3,3,2
RM1148,49,46-55,No,Travel_Rarely,Research & Development,25,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,22102,MoreThan 15000,1,No,3,4,10,3,2,9,6
RM1177,49,46-55,No,Travel_Rarely,Research & Development,22,Other,1,Female,3,4,Research Director,2,Married,3498,Upto 5000,3,No,3,2,27,2,3,4,2
RM1182,49,46-55,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,11652,Upto 15000,2,Yes,3,2,30,3,3,15,11
RM1193,49,46-55,No,Travel_Rarely,Research & Development,16,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,24941,MoreThan 15000,4,Yes,3,2,17,2,2,2,2
RM1196,49,46-55,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,4,Manager,3,Single,22384,MoreThan 15000,4,No,3,1,23,2,3,8,7
RM1255,49,46-55,No,Travel_Rarely,Sales,11,Marketing,4,Female,3,2,Sales Executive,4,Single,8191,Upto 10000,3,No,3,3,8,1,4,5,1
RM1378,49,46-55,No,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,3,5,Research Director,4,Married,13738,Upto 15000,3,No,3,4,28,3,3,5,4
RM1469,49,46-55,No,Travel_Frequently,Sales,2,Medical,4,Male,2,2,Sales Executive,2,Married,13243,Upto 15000,2,No,3,4,17,3,2,9,6
RM037,50,46-55,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,2,1,Sales Representative,3,Married,3810,Upto 5000,1,Yes,3,3,3,2,3,3,2
RM063,50,46-55,No,Travel_Rarely,Research & Development,7,Medical,2,Female,2,5,Research Director,3,Divorced,16701,MoreThan 15000,5,Yes,3,4,29,2,2,27,3
RM107,50,46-55,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,3,5,Research Director,2,Married,9755,Upto 10000,3,Yes,3,1,28,1,2,8,3
RM132,50,46-55,No,Travel_Frequently,Sales,12,Marketing,3,Female,3,3,Sales Executive,4,Single,6645,Upto 10000,4,No,3,4,16,3,3,2,2
RM166,50,46-55,No,Travel_Rarely,Research & Development,11,Life Sciences,3,Female,3,5,Manager,2,Single,17053,MoreThan 15000,3,No,3,2,21,5,3,5,4
RM184,50,46-55,No,Travel_Rarely,Research & Development,1,Medical,3,Male,2,1,Laboratory Technician,3,Married,3425,Upto 5000,2,No,3,4,5,2,2,3,2
RM234,50,46-55,No,Travel_Rarely,Sales,1,Medical,4,Female,3,5,Manager,4,Divorced,24118,MoreThan 15000,3,No,3,3,32,3,2,7,0
RM280,50,46-55,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,5,Research Director,2,Divorced,15815,MoreThan 15000,3,No,3,1,28,4,2,10,4
